Country,Year,Life expectancy,Child Mortality,Population,Fertility,GDP,Group
Eritrea,2000,49.3,89.1,3667576.0,5.94,1446.0,Sub-Saharan Africa
Eritrea,2001,57.7,84.6,3812473.0,5.86,1511.0,Sub-Saharan Africa
Eritrea,2002,58.0,80.4,3973973.0,5.77,1491.0,Sub-Saharan Africa
Eritrea,2003,58.3,76.5,4145500.0,5.68,1389.0,Sub-Saharan Africa
Eritrea,2004,58.7,72.9,4318343.0,5.58,1351.0,Sub-Saharan Africa
Eritrea,2005,59.0,69.5,4486155.0,5.48,1332.0,Sub-Saharan Africa
Eritrea,2006,59.5,66.3,4645837.0,5.37,1272.0,Sub-Saharan Africa
Eritrea,2007,60.0,63.2,4798561.0,5.27,1246.0,Sub-Saharan Africa
Eritrea,2008,60.4,60.4,4947521.0,5.16,1088.0,Sub-Saharan Africa
Eritrea,2009,60.7,57.9,5097998.0,5.06,1095.0,Sub-Saharan Africa
Eritrea,2010,61.0,55.6,5253676.0,4.97,1083.0,Sub-Saharan Africa
Eritrea,2011,61.3,53.5,5415280.0,4.88,1139.0,Sub-Saharan Africa
Eritrea,2012,61.7,51.6,5580862.0,4.79,1180.0,Sub-Saharan Africa
Eritrea,2013,62.1,49.7,5748304.0,4.7,1157.0,Sub-Saharan Africa
Estonia,1964,71.0008,36.22,1275487.0,1.95,7728.0,Europe & Central Asia
Estonia,1965,71.079,29.98,1290996.0,1.97,8069.0,Europe & Central Asia
Estonia,1966,71.0572,28.76,1306197.0,1.99,8368.0,Europe & Central Asia
Estonia,1967,71.3554,27.82,1321132.0,2.01,8647.0,Europe & Central Asia
Estonia,1968,70.9836,28.0,1335846.0,2.04,9066.0,Europe & Central Asia
Estonia,1969,70.6818,25.93,1350454.0,2.07,9109.0,Europe & Central Asia
Estonia,1970,70.8,27.16,1365002.0,2.1,9721.0,Europe & Central Asia
Estonia,1971,70.7,26.31,1379574.0,2.12,9885.0,Europe & Central Asia
Estonia,1972,70.7,24.14,1394029.0,2.13,9844.0,Europe & Central Asia
Estonia,1973,70.8,24.33,1407932.0,2.13,10573.0,Europe & Central Asia
Estonia,1974,70.7,26.68,1420709.0,2.13,10839.0,Europe & Central Asia
Estonia,1975,70.4,26.22,1431998.0,2.11,10829.0,Europe & Central Asia
Estonia,1976,70.2,26.44,1441551.0,2.1,11297.0,Europe & Central Asia
Estonia,1977,69.9,27.2,1449609.0,2.08,11525.0,Europe & Central Asia
Estonia,1978,69.6,25.52,1456892.0,2.07,11778.0,Europe & Central Asia
Estonia,1979,69.4,27.69,1464417.0,2.06,11690.0,Europe & Central Asia
Estonia,1980,69.4,27.1,1472898.0,2.06,11676.0,Europe & Central Asia
Estonia,1981,69.4,26.2,1482176.0,2.08,11753.0,Europe & Central Asia
Estonia,1982,69.5,25.3,1491897.0,2.1,12010.0,Europe & Central Asia
Estonia,1983,69.6,24.5,1502292.0,2.13,12358.0,Europe & Central Asia
Estonia,1984,69.9,23.8,1513617.0,2.17,12470.0,Europe & Central Asia
Estonia,1985,70.4,23.1,1525790.0,2.19,12540.0,Europe & Central Asia
Estonia,1986,71.0,22.6,1539549.0,2.19,13014.0,Europe & Central Asia
Estonia,1987,71.3,22.0,1554175.0,2.17,13144.0,Europe & Central Asia
Estonia,1988,71.3,21.5,1566396.0,2.12,13392.0,Europe & Central Asia
Estonia,1989,71.0,20.9,1571840.0,2.04,13601.0,Europe & Central Asia
Estonia,1990,70.4,20.2,1567631.0,1.94,13260.0,Europe & Central Asia
Estonia,1991,69.8,19.5,1552370.0,1.83,12008.0,Europe & Central Asia
Estonia,1992,68.8,18.7,1527660.0,1.71,10523.0,Europe & Central Asia
Estonia,1993,67.9,17.8,1497364.0,1.6,9870.0,Europe & Central Asia
Estonia,1994,67.4,16.8,1467016.0,1.51,9870.0,Europe & Central Asia
Estonia,1995,67.7,15.8,1440710.0,1.43,10464.0,Europe & Central Asia
Estonia,1996,68.7,14.8,1419727.0,1.38,11245.0,Europe & Central Asia
Estonia,1997,69.4,13.8,1403188.0,1.34,12709.0,Europe & Central Asia
Estonia,1998,69.8,12.8,1390414.0,1.32,13705.0,Europe & Central Asia
Estonia,1999,69.9,11.9,1379962.0,1.31,13723.0,Europe & Central Asia
Estonia,2000,70.1,11.0,1370749.0,1.32,14877.0,Europe & Central Asia
Estonia,2001,70.3,10.2,1362823.0,1.34,15894.0,Europe & Central Asia
Estonia,2002,70.8,9.4,1356644.0,1.38,16974.0,Europe & Central Asia
Estonia,2003,71.4,8.6,1351955.0,1.42,18359.0,Europe & Central Asia
Estonia,2004,71.9,7.9,1348449.0,1.47,19665.0,Europe & Central Asia
Estonia,2005,72.4,7.3,1345857.0,1.52,21651.0,Europe & Central Asia
Estonia,2006,72.8,6.7,1344038.0,1.57,24047.0,Europe & Central Asia
Estonia,2007,73.2,6.1,1342873.0,1.6,26066.0,Europe & Central Asia
Estonia,2008,74.0,5.5,1342145.0,1.62,24743.0,Europe & Central Asia
Estonia,2009,75.0,5.0,1341629.0,1.63,21137.0,Europe & Central Asia
Estonia,2010,75.8,4.5,1341140.0,1.63,21710.0,Europe & Central Asia
Estonia,2011,76.3,4.1,1340537.0,1.62,23576.0,Europe & Central Asia
Estonia,2012,76.5,3.7,1339762.0,1.61,24761.0,Europe & Central Asia
Estonia,2013,76.6,3.4,1338832.0,1.6,25254.0,Europe & Central Asia
Ethiopia,1964,41.82888,255.99,24846785.0,6.87,698.0,Sub-Saharan Africa
Ethiopia,1965,40.6659,248.9,25480202.0,6.86,727.0,Sub-Saharan Africa
Ethiopia,1966,41.70292,242.0,26128435.0,6.87,746.0,Sub-Saharan Africa
Ethiopia,1967,43.766940000000005,241.5,26790992.0,6.88,777.0,Sub-Saharan Africa
Ethiopia,1968,44.133959999999995,241.0,27476546.0,6.9,800.0,Sub-Saharan Africa
Ethiopia,1969,44.47698,241.2,28197484.0,6.94,810.0,Sub-Saharan Africa
Ethiopia,1970,44.8,241.1,28959382.0,6.98,778.0,Sub-Saharan Africa
Ethiopia,1971,44.9,241.2,29777985.0,7.02,792.0,Sub-Saharan Africa
Ethiopia,1972,45.1,241.1,30642920.0,7.06,803.0,Sub-Saharan Africa
Ethiopia,1973,44.6,241.0,31503206.0,7.09,799.0,Sub-Saharan Africa
Ethiopia,1974,44.4,241.0,32289683.0,7.12,780.0,Sub-Saharan Africa
Ethiopia,1975,44.3,241.5,32958964.0,7.14,729.0,Sub-Saharan Africa
Ethiopia,1976,43.7,242.1,33486288.0,7.17,716.0,Sub-Saharan Africa
Ethiopia,1977,43.5,242.7,33903618.0,7.2,704.0,Sub-Saharan Africa
Ethiopia,1978,43.4,243.0,34294030.0,7.23,655.0,Sub-Saharan Africa
Ethiopia,1979,44.3,242.8,34773640.0,7.27,713.0,Sub-Saharan Africa
Ethiopia,1980,44.5,241.6,35426282.0,7.32,715.0,Sub-Saharan Africa
Ethiopia,1981,44.9,239.3,36282554.0,7.36,717.0,Sub-Saharan Africa
Ethiopia,1982,45.3,236.0,37319328.0,7.4,704.0,Sub-Saharan Africa
Ethiopia,1983,41.9,232.0,38500829.0,7.42,736.0,Sub-Saharan Africa
Ethiopia,1984,42.3,227.6,39768079.0,7.44,696.0,Sub-Saharan Africa
Ethiopia,1985,46.3,223.4,41077517.0,7.44,597.0,Sub-Saharan Africa
Ethiopia,1986,46.7,219.3,42417873.0,7.42,635.0,Sub-Saharan Africa
Ethiopia,1987,47.0,215.5,43802479.0,7.39,700.0,Sub-Saharan Africa
Ethiopia,1988,47.3,212.0,45240322.0,7.35,682.0,Sub-Saharan Africa
Ethiopia,1989,48.0,208.4,46747612.0,7.3,657.0,Sub-Saharan Africa
Ethiopia,1990,47.1,204.6,48333261.0,7.25,653.0,Sub-Saharan Africa
Ethiopia,1991,48.4,200.2,49998845.0,7.19,585.0,Sub-Saharan Africa
Ethiopia,1992,48.9,195.0,51730288.0,7.14,516.0,Sub-Saharan Africa
Ethiopia,1993,49.4,188.9,53502211.0,7.09,564.0,Sub-Saharan Africa
Ethiopia,1994,50.0,182.0,55281054.0,7.05,562.0,Sub-Saharan Africa
Ethiopia,1995,50.7,175.0,57042197.0,7.0,578.0,Sub-Saharan Africa
Ethiopia,1996,51.3,168.3,58774378.0,6.94,630.0,Sub-Saharan Africa
Ethiopia,1997,51.8,162.0,60481739.0,6.86,630.0,Sub-Saharan Africa
Ethiopia,1998,52.1,156.2,62174171.0,6.77,591.0,Sub-Saharan Africa
Ethiopia,1999,52.0,150.8,63868806.0,6.66,604.0,Sub-Saharan Africa
Ethiopia,2000,52.5,145.1,65577897.0,6.53,623.0,Sub-Saharan Africa
Ethiopia,2001,53.6,139.0,67303731.0,6.38,656.0,Sub-Saharan Africa
Ethiopia,2002,54.4,132.2,69040669.0,6.22,647.0,Sub-Saharan Africa
Ethiopia,2003,55.1,124.8,70784012.0,6.05,615.0,Sub-Saharan Africa
Ethiopia,2004,55.9,117.0,72526620.0,5.87,679.0,Sub-Saharan Africa
Ethiopia,2005,56.8,109.1,74263861.0,5.69,738.0,Sub-Saharan Africa
Ethiopia,2006,57.7,101.3,75993403.0,5.52,796.0,Sub-Saharan Africa
Ethiopia,2007,58.6,93.8,77718436.0,5.35,863.0,Sub-Saharan Africa
Ethiopia,2008,59.5,86.9,79446419.0,5.19,931.0,Sub-Saharan Africa
Ethiopia,2009,60.3,80.8,81187751.0,5.04,986.0,Sub-Saharan Africa
Ethiopia,2010,61.0,75.7,82949541.0,4.9,1081.0,Sub-Saharan Africa
Ethiopia,2011,61.6,71.3,84734262.0,4.77,1171.0,Sub-Saharan Africa
Ethiopia,2012,62.1,67.7,86538534.0,4.64,1240.0,Sub-Saharan Africa
Ethiopia,2013,62.6,64.6,88356373.0,4.52,1336.0,Sub-Saharan Africa
Fiji,1964,60.838840000000005,61.7,450447.0,5.68,3671.0,East Asia & Pacific
Fiji,1965,61.3187,60.0,463885.0,5.48,3471.0,East Asia & Pacific
Fiji,1966,61.79356,58.5,476334.0,5.28,3382.0,East Asia & Pacific
Fiji,1967,62.25942,57.3,487922.0,5.08,3744.0,East Asia & Pacific
Fiji,1968,62.716280000000005,56.4,498903.0,4.89,3953.0,East Asia & Pacific
Fiji,1969,63.163140000000006,55.8,509680.0,4.71,3971.0,East Asia & Pacific
Fiji,1970,63.6,55.3,520555.0,4.54,4384.0,East Asia & Pacific
Fiji,1971,63.5,54.9,531631.0,4.4,4590.0,East Asia & Pacific
Fiji,1972,63.5,54.6,542846.0,4.28,4834.0,East Asia & Pacific
Fiji,1973,63.4,54.2,554147.0,4.18,5287.0,East Asia & Pacific
Fiji,1974,63.6,53.6,565426.0,4.11,5319.0,East Asia & Pacific
Fiji,1975,63.6,52.8,576634.0,4.05,5245.0,East Asia & Pacific
Fiji,1976,63.8,51.6,587565.0,4.02,5291.0,East Asia & Pacific
Fiji,1977,63.8,50.0,598298.0,3.99,5506.0,East Asia & Pacific
Fiji,1978,63.8,48.2,609387.0,3.97,5510.0,East Asia & Pacific
Fiji,1979,63.8,46.1,621579.0,3.94,6066.0,East Asia & Pacific
Fiji,1980,63.7,44.0,635297.0,3.91,5843.0,East Asia & Pacific
Fiji,1981,63.8,42.0,651006.0,3.86,6066.0,East Asia & Pacific
Fiji,1982,63.9,40.0,668259.0,3.81,5560.0,East Asia & Pacific
Fiji,1983,64.0,38.3,685461.0,3.76,5208.0,East Asia & Pacific
Fiji,1984,64.2,36.8,700434.0,3.69,5528.0,East Asia & Pacific
Fiji,1985,64.1,35.4,711703.0,3.63,5193.0,East Asia & Pacific
Fiji,1986,64.2,34.1,718535.0,3.57,5545.0,East Asia & Pacific
Fiji,1987,64.3,33.0,721637.0,3.51,5160.0,East Asia & Pacific
Fiji,1988,64.2,31.8,722753.0,3.47,5204.0,East Asia & Pacific
Fiji,1989,64.1,30.8,724404.0,3.43,5583.0,East Asia & Pacific
Fiji,1990,64.1,29.8,728390.0,3.4,5694.0,East Asia & Pacific
Fiji,1991,64.1,28.8,735262.0,3.37,5488.0,East Asia & Pacific
Fiji,1992,64.0,28.0,744396.0,3.35,5751.0,East Asia & Pacific
Fiji,1993,63.8,27.2,754981.0,3.33,5792.0,East Asia & Pacific
Fiji,1994,63.8,26.6,765725.0,3.31,6002.0,East Asia & Pacific
Fiji,1995,63.8,26.2,775651.0,3.28,6073.0,East Asia & Pacific
Fiji,1996,63.8,25.8,784713.0,3.24,6291.0,East Asia & Pacific
Fiji,1997,63.7,25.4,793165.0,3.21,6087.0,East Asia & Pacific
Fiji,1998,63.8,25.1,800685.0,3.17,6108.0,East Asia & Pacific
Fiji,1999,63.9,24.8,806927.0,3.13,6594.0,East Asia & Pacific
Fiji,2000,64.2,24.5,811718.0,3.09,6444.0,East Asia & Pacific
Fiji,2001,64.4,24.2,814780.0,3.05,6548.0,East Asia & Pacific
Fiji,2002,64.7,23.9,816336.0,3.0,6745.0,East Asia & Pacific
Fiji,2003,64.9,23.7,817339.0,2.95,6804.0,East Asia & Pacific
Fiji,2004,65.1,23.7,819102.0,2.91,7149.0,East Asia & Pacific
Fiji,2005,65.3,23.7,822553.0,2.86,7169.0,East Asia & Pacific
Fiji,2006,65.4,23.8,828046.0,2.82,7253.0,East Asia & Pacific
Fiji,2007,65.6,23.9,835267.0,2.77,7128.0,East Asia & Pacific
Fiji,2008,65.7,24.0,843651.0,2.74,7129.0,East Asia & Pacific
Fiji,2009,65.8,24.0,852323.0,2.7,6959.0,East Asia & Pacific
Fiji,2010,65.9,23.9,860623.0,2.67,7098.0,East Asia & Pacific
Fiji,2011,66.0,23.7,868406.0,2.64,7228.0,East Asia & Pacific
Fiji,2012,66.0,23.5,875822.0,2.62,7303.0,East Asia & Pacific
Fiji,2013,66.1,23.2,882863.0,2.59,7502.0,East Asia & Pacific
Finland,1964,69.2292,21.3,4545748.0,2.58,12389.0,Europe & Central Asia
Finland,1965,68.986,20.2,4564002.0,2.46,13006.0,Europe & Central Asia
Finland,1966,69.5028,19.3,4576277.0,2.41,13269.0,Europe & Central Asia
Finland,1967,69.6796,18.4,4583461.0,2.32,13477.0,Europe & Central Asia
Finland,1968,69.6364,17.6,4588404.0,2.15,13726.0,Europe & Central Asia
Finland,1969,69.5132,16.9,4595003.0,1.94,15058.0,Europe & Central Asia
Finland,1970,70.2,16.1,4605998.0,1.83,16245.0,Europe & Central Asia
Finland,1971,70.5,15.4,4622759.0,1.7,16564.0,Europe & Central Asia
Finland,1972,70.9,14.6,4644371.0,1.59,17722.0,Europe & Central Asia
Finland,1973,71.3,13.8,4668510.0,1.5,18804.0,Europe & Central Asia
Finland,1974,71.4,13.1,4691674.0,1.62,19273.0,Europe & Central Asia
Finland,1975,71.6,12.2,4711432.0,1.69,19409.0,Europe & Central Asia
Finland,1976,72.0,11.4,4726845.0,1.72,19268.0,Europe & Central Asia
Finland,1977,72.4,10.6,4739016.0,1.69,19261.0,Europe & Central Asia
Finland,1978,72.9,9.9,4750001.0,1.65,19608.0,Europe & Central Asia
Finland,1979,73.3,9.2,4762803.0,1.64,20918.0,Europe & Central Asia
Finland,1980,73.7,8.7,4779488.0,1.63,21965.0,Europe & Central Asia
Finland,1981,74.0,8.2,4800928.0,1.65,22279.0,Europe & Central Asia
Finland,1982,74.3,7.9,4826163.0,1.72,22873.0,Europe & Central Asia
Finland,1983,74.5,7.6,4853221.0,1.74,23351.0,Europe & Central Asia
Finland,1984,74.6,7.4,4879235.0,1.7,23926.0,Europe & Central Asia
Finland,1985,74.7,7.3,4902206.0,1.64,24630.0,Europe & Central Asia
Finland,1986,74.7,7.3,4921232.0,1.6,25133.0,Europe & Central Asia
Finland,1987,74.7,7.2,4937130.0,1.59,26086.0,Europe & Central Asia
Finland,1988,74.8,7.1,4951685.0,1.7,27282.0,Europe & Central Asia
Finland,1989,74.8,6.9,4967527.0,1.71,28735.0,Europe & Central Asia
Finland,1990,75.0,6.7,4986441.0,1.79,28599.0,Europe & Central Asia
Finland,1991,75.4,6.4,5009160.0,1.8,26761.0,Europe & Central Asia
Finland,1992,75.8,6.1,5034766.0,1.85,25726.0,Europe & Central Asia
Finland,1993,76.2,5.8,5061394.0,1.81,25414.0,Europe & Central Asia
Finland,1994,76.5,5.5,5086368.0,1.85,26301.0,Europe & Central Asia
Finland,1995,76.7,5.2,5107802.0,1.81,27303.0,Europe & Central Asia
Finland,1996,76.9,4.9,5125177.0,1.76,28210.0,Europe & Central Asia
Finland,1997,77.1,4.7,5139257.0,1.75,29884.0,Europe & Central Asia
Finland,1998,77.3,4.6,5151024.0,1.71,31423.0,Europe & Central Asia
Finland,1999,77.5,4.4,5161995.0,1.73,32743.0,Europe & Central Asia
Finland,2000,77.8,4.3,5173370.0,1.73,34517.0,Europe & Central Asia
Finland,2001,78.2,4.2,5185180.0,1.73,35327.0,Europe & Central Asia
Finland,2002,78.5,4.1,5197305.0,1.72,35834.0,Europe & Central Asia
Finland,2003,78.6,4.0,5210595.0,1.76,36461.0,Europe & Central Asia
Finland,2004,78.6,3.9,5226067.0,1.8,37783.0,Europe & Central Asia
Finland,2005,78.8,3.8,5244342.0,1.8,38700.0,Europe & Central Asia
Finland,2006,79.0,3.6,5265936.0,1.84,40115.0,Europe & Central Asia
Finland,2007,79.2,3.5,5290431.0,1.83,42016.0,Europe & Central Asia
Finland,2008,79.4,3.3,5316334.0,1.85,42122.0,Europe & Central Asia
Finland,2009,79.7,3.2,5341546.0,1.86,38455.0,Europe & Central Asia
Finland,2010,80.0,3.0,5364546.0,1.87,39425.0,Europe & Central Asia
Finland,2011,80.3,2.9,5384770.0,1.83,40251.0,Europe & Central Asia
Finland,2012,80.5,2.7,5402627.0,1.8,39489.0,Europe & Central Asia
Finland,2013,80.6,2.6,5418763.0,1.85,38788.0,Europe & Central Asia
France,1964,71.6192,23.4,48194218.0,2.8,13969.0,Europe & Central Asia
France,1965,71.456,22.3,48754817.0,2.77,14514.0,Europe & Central Asia
France,1966,71.8728,21.4,49238715.0,2.73,15158.0,Europe & Central Asia
France,1967,71.8696,20.6,49655097.0,2.68,15759.0,Europe & Central Asia
France,1968,71.8664,19.9,50026522.0,2.62,16321.0,Europe & Central Asia
France,1969,71.6032,19.1,50387730.0,2.56,17339.0,Europe & Central Asia
France,1970,72.5,18.2,50763212.0,2.49,18185.0,Europe & Central Asia
France,1971,72.6,17.4,51161640.0,2.41,18891.0,Europe & Central Asia
France,1972,72.8,16.6,51572812.0,2.33,19570.0,Europe & Central Asia
France,1973,73.1,15.9,51980081.0,2.24,20486.0,Europe & Central Asia
France,1974,73.3,15.4,52358648.0,2.14,20997.0,Europe & Central Asia
France,1975,73.2,15.0,52691826.0,2.06,20851.0,Europe & Central Asia
France,1976,73.4,14.5,52974009.0,1.98,21661.0,Europe & Central Asia
France,1977,73.8,13.9,53214788.0,1.92,22270.0,Europe & Central Asia
France,1978,74.1,13.3,53431051.0,1.87,22928.0,Europe & Central Asia
France,1979,74.3,12.8,53646954.0,1.85,23647.0,Europe & Central Asia
France,1980,74.5,12.4,53880143.0,1.83,23962.0,Europe & Central Asia
France,1981,74.8,11.9,54135673.0,1.84,24186.0,Europe & Central Asia
France,1982,75.0,11.5,54408866.0,1.84,24753.0,Europe & Central Asia
France,1983,75.2,11.1,54695692.0,1.85,25188.0,Europe & Central Asia
France,1984,75.5,10.7,54988578.0,1.85,25497.0,Europe & Central Asia
France,1985,75.7,10.3,55281465.0,1.84,25917.0,Europe & Central Asia
France,1986,76.0,10.0,55575215.0,1.83,26453.0,Europe & Central Asia
France,1987,76.4,9.8,55870924.0,1.81,26963.0,Europe & Central Asia
France,1988,76.6,9.6,56162822.0,1.79,28101.0,Europe & Central Asia
France,1989,76.9,9.3,56443567.0,1.77,28942.0,Europe & Central Asia
France,1990,77.1,9.0,56708260.0,1.75,29476.0,Europe & Central Asia
France,1991,77.3,8.6,56956057.0,1.74,29707.0,Europe & Central Asia
France,1992,77.5,8.1,57189616.0,1.72,30033.0,Europe & Central Asia
France,1993,77.7,7.6,57412239.0,1.72,29719.0,Europe & Central Asia
France,1994,77.9,7.0,57628904.0,1.72,30303.0,Europe & Central Asia
France,1995,78.1,6.5,57844501.0,1.72,30823.0,Europe & Central Asia
France,1996,78.4,6.1,58057570.0,1.74,31141.0,Europe & Central Asia
France,1997,78.7,5.8,58270419.0,1.75,31756.0,Europe & Central Asia
France,1998,78.8,5.6,58496138.0,1.77,32764.0,Europe & Central Asia
France,1999,78.9,5.5,58751572.0,1.8,33707.0,Europe & Central Asia
France,2000,79.1,5.4,59047795.0,1.82,34774.0,Europe & Central Asia
France,2001,79.2,5.3,59390720.0,1.84,35197.0,Europe & Central Asia
France,2002,79.4,5.1,59774531.0,1.87,35333.0,Europe & Central Asia
France,2003,79.7,4.9,60183884.0,1.89,35371.0,Europe & Central Asia
France,2004,80.1,4.7,60596691.0,1.92,36090.0,Europe & Central Asia
France,2005,80.4,4.6,60996506.0,1.94,36395.0,Europe & Central Asia
France,2006,80.7,4.5,61378065.0,1.95,37001.0,Europe & Central Asia
France,2007,80.9,4.4,61744596.0,1.96,37641.0,Europe & Central Asia
France,2008,81.0,4.3,62098413.0,1.97,37505.0,Europe & Central Asia
France,2009,81.0,4.3,62444770.0,1.98,36215.0,Europe & Central Asia
France,2010,81.2,4.3,62787427.0,1.98,36745.0,Europe & Central Asia
France,2011,81.4,4.3,63125894.0,1.98,37328.0,Europe & Central Asia
France,2012,81.6,4.3,63457777.0,1.98,37227.0,Europe & Central Asia
France,2013,81.7,4.4,63782963.0,1.98,37309.0,Europe & Central Asia
Gabon,1964,48.2134,241.9,498162.0,4.69,2454.0,Sub-Saharan Africa
Gabon,1965,49.123999999999995,233.06,501880.0,4.77,2807.0,Sub-Saharan Africa
Gabon,1966,50.1116,222.77,505765.0,4.83,2679.0,Sub-Saharan Africa
Gabon,1967,51.1382,212.7,509973.0,4.9,3219.0,Sub-Saharan Africa
Gabon,1968,52.1718,203.93,514963.0,4.96,3423.0,Sub-Saharan Africa
Gabon,1969,53.1964,194.25,521339.0,5.02,3836.0,Sub-Saharan Africa
Gabon,1970,54.2,185.03,529526.0,5.08,4656.0,Sub-Saharan Africa
Gabon,1971,54.5,176.25,539728.0,5.14,5793.0,Sub-Saharan Africa
Gabon,1972,54.9,167.88,551811.0,5.21,6180.0,Sub-Saharan Africa
Gabon,1973,55.1,159.92,565441.0,5.28,8349.0,Sub-Saharan Africa
Gabon,1974,55.6,152.33,580101.0,5.34,18287.0,Sub-Saharan Africa
Gabon,1975,56.0,145.1,595417.0,5.41,18169.0,Sub-Saharan Africa
Gabon,1976,56.7,138.21,611293.0,5.48,21774.0,Sub-Saharan Africa
Gabon,1977,57.3,131.65,627846.0,5.54,20699.0,Sub-Saharan Africa
Gabon,1978,57.7,125.4,645160.0,5.6,22649.0,Sub-Saharan Africa
Gabon,1979,58.2,121.1,663387.0,5.65,24502.0,Sub-Saharan Africa
Gabon,1980,58.7,116.8,682641.0,5.68,27736.0,Sub-Saharan Africa
Gabon,1981,59.1,112.7,702923.0,5.71,27631.0,Sub-Saharan Africa
Gabon,1982,59.5,108.8,724185.0,5.72,24800.0,Sub-Saharan Africa
Gabon,1983,59.9,105.4,746424.0,5.72,26740.0,Sub-Saharan Africa
Gabon,1984,60.3,102.3,769635.0,5.71,25707.0,Sub-Saharan Africa
Gabon,1985,60.6,99.6,793810.0,5.69,23142.0,Sub-Saharan Africa
Gabon,1986,60.8,97.4,818863.0,5.65,18203.0,Sub-Saharan Africa
Gabon,1987,60.8,95.7,844775.0,5.61,16383.0,Sub-Saharan Africa
Gabon,1988,60.7,94.2,871675.0,5.55,15076.0,Sub-Saharan Africa
Gabon,1989,60.6,93.1,899739.0,5.49,19870.0,Sub-Saharan Africa
Gabon,1990,60.5,92.2,929044.0,5.42,19358.0,Sub-Saharan Africa
Gabon,1991,60.3,91.3,959631.0,5.34,19995.0,Sub-Saharan Africa
Gabon,1992,60.2,90.4,991289.0,5.26,18868.0,Sub-Saharan Africa
Gabon,1993,60.1,89.5,1023531.0,5.17,19101.0,Sub-Saharan Africa
Gabon,1994,59.9,88.6,1055707.0,5.08,19298.0,Sub-Saharan Africa
Gabon,1995,59.7,87.8,1087327.0,4.99,19738.0,Sub-Saharan Africa
Gabon,1996,59.4,87.0,1118215.0,4.9,19933.0,Sub-Saharan Africa
Gabon,1997,59.2,86.2,1148416.0,4.81,20545.0,Sub-Saharan Africa
Gabon,1998,58.9,85.4,1177936.0,4.74,20729.0,Sub-Saharan Africa
Gabon,1999,58.5,84.6,1206862.0,4.66,18413.0,Sub-Saharan Africa
Gabon,2000,58.0,83.6,1235274.0,4.6,17630.0,Sub-Saharan Africa
Gabon,2001,57.5,82.3,1263165.0,4.54,17579.0,Sub-Saharan Africa
Gabon,2002,57.2,80.8,1290532.0,4.49,17126.0,Sub-Saharan Africa
Gabon,2003,56.9,79.2,1317484.0,4.45,17105.0,Sub-Saharan Africa
Gabon,2004,56.7,77.3,1344171.0,4.41,16822.0,Sub-Saharan Africa
Gabon,2005,57.0,75.3,1370729.0,4.37,17069.0,Sub-Saharan Africa
Gabon,2006,57.6,73.2,1397192.0,4.34,16059.0,Sub-Saharan Africa
Gabon,2007,57.7,70.7,1423637.0,4.3,16693.0,Sub-Saharan Africa
Gabon,2008,57.5,68.0,1450310.0,4.28,15800.0,Sub-Saharan Africa
Gabon,2009,57.3,65.5,1477514.0,4.25,15238.0,Sub-Saharan Africa
Gabon,2010,57.5,63.0,1505463.0,4.21,15982.0,Sub-Saharan Africa
Gabon,2011,57.8,60.5,1534262.0,4.18,16590.0,Sub-Saharan Africa
Gabon,2012,58.4,57.9,1563873.0,4.14,17252.0,Sub-Saharan Africa
Gabon,2013,59.1,56.1,1594205.0,4.09,17580.0,Sub-Saharan Africa
Gambia,1964,45.11788,338.3,402436.0,5.78,1312.0,Sub-Saharan Africa
Gambia,1965,45.9344,332.4,409450.0,5.83,1412.0,Sub-Saharan Africa
Gambia,1966,46.83292,326.5,417350.0,5.88,1597.0,Sub-Saharan Africa
Gambia,1967,47.802440000000004,320.5,426005.0,5.94,1602.0,Sub-Saharan Africa
Gambia,1968,48.82696,314.6,435647.0,5.99,1575.0,Sub-Saharan Africa
Gambia,1969,49.89748,308.8,446488.0,6.04,1691.0,Sub-Saharan Africa
Gambia,1970,51.0,302.6,458663.0,6.09,1478.0,Sub-Saharan Africa
Gambia,1971,51.2,296.4,472432.0,6.14,1597.0,Sub-Saharan Africa
Gambia,1972,51.5,290.0,487790.0,6.19,1660.0,Sub-Saharan Africa
Gambia,1973,51.8,283.5,504267.0,6.23,1684.0,Sub-Saharan Africa
Gambia,1974,52.1,276.9,521186.0,6.26,1956.0,Sub-Saharan Africa
Gambia,1975,52.5,270.4,538110.0,6.29,1778.0,Sub-Saharan Africa
Gambia,1976,52.9,263.9,554910.0,6.32,1923.0,Sub-Saharan Africa
Gambia,1977,53.3,257.5,571891.0,6.33,1957.0,Sub-Saharan Africa
Gambia,1978,53.8,251.2,589570.0,6.34,1799.0,Sub-Saharan Africa
Gambia,1979,54.3,244.9,608680.0,6.34,2028.0,Sub-Saharan Africa
Gambia,1980,54.7,238.5,629786.0,6.34,1772.0,Sub-Saharan Africa
Gambia,1981,53.4,231.9,652817.0,6.32,1703.0,Sub-Saharan Africa
Gambia,1982,55.6,225.3,677685.0,6.3,1861.0,Sub-Saharan Africa
Gambia,1983,56.0,218.3,704894.0,6.28,1586.0,Sub-Saharan Africa
Gambia,1984,56.3,211.2,735056.0,6.25,1494.0,Sub-Saharan Africa
Gambia,1985,56.6,204.0,768460.0,6.22,1323.0,Sub-Saharan Africa
Gambia,1986,56.8,196.8,805491.0,6.19,1347.0,Sub-Saharan Africa
Gambia,1987,57.0,189.9,845642.0,6.16,1371.0,Sub-Saharan Africa
