Country,Year,population,fertility,HIV,CO2,BMI_male,GDP,BMI_female,life,child_mortality,Group,ID
Canada,1993,28680921.0,1.68,0.2,16.6481335801748,26.40651,30424.0,123.095,77.8,7.4,America,CA
Canada,1994,28995822.0,1.69,0.2,15.6658220561559,26.49979,31505.0,122.9185,77.9,7.2,America,CA
Canada,1995,29299478.0,1.67,0.2,15.689960521135,26.58874,32101.0,122.6924,78.0,6.9,America,CA
Canada,1996,29590952.0,1.63,0.2,15.8149377690425,26.67114,32290.0,122.4404,78.3,6.7,America,CA
Canada,1997,29871092.0,1.57,0.2,16.1871272824745,26.75346,33310.0,122.1805,78.7,6.5,America,CA
Canada,1998,30145148.0,1.56,0.2,17.1738332403754,26.83631,34389.0,121.8822,78.9,6.4,America,CA
Canada,1999,30420216.0,1.54,0.2,16.961931792893,26.91646,35810.0,121.5804,79.1,6.3,America,CA
Canada,2000,30701903.0,1.51,0.2,17.4268314216106,26.99336,37314.0,121.2606,79.3,6.2,America,CA
Canada,2001,30991344.0,1.54,0.2,16.9741443289719,27.06234,37563.0,120.8976,79.5,6.2,America,CA
Canada,2002,31288572.0,1.51,0.2,16.5948531763181,27.12542,38270.0,120.5054,79.7,6.2,America,CA
Canada,2003,31596593.0,1.54,0.2,17.4995306651407,27.18538,38621.0,120.1052,79.9,6.1,America,CA
Canada,2004,31918582.0,1.55,0.2,17.2898143462518,27.24205,39436.0,119.6756,80.1,6.1,America,CA
Canada,2005,32256333.0,1.57,0.2,17.4399259871728,27.29581,40284.0,119.2675,80.3,6.1,America,CA
Canada,2006,32611436.0,1.61,0.2,16.8623177732109,27.35018,41012.0,118.858,80.5,6.0,America,CA
Canada,2007,32982275.0,1.66,0.2,17.0041237010447,27.40416,41432.0,118.4675,80.6,5.9,America,CA
Canada,2008,33363256.0,1.68,0.2,16.3503986273305,27.4521,41468.0,118.0571,80.7,5.8,America,CA
Canada,2009,33746559.0,1.67,,15.2600988906418,,39884.0,,80.9,5.7,America,CA
Canada,2010,34126173.0,1.63,,14.6720160952039,,40773.0,,81.1,5.6,America,CA
Canada,2011,34499905.0,1.61,,14.8070388229431,,41567.0,,81.3,5.4,America,CA
Canada,2012,34868151.0,1.66,,14.5737168739695,,41865.0,,81.4,5.3,America,CA
Canada,2013,35230612.0,1.67,,,,42213.0,,81.5,5.2,America,CA
Canada,2014,35587793.0,1.68,,,,42817.0,,81.6,5.0,America,CA
Canada,2015,35939927.0,1.68,,,,43294.0,,81.7,4.9,America,CA
Cape Verde,1960,202316.0,6.89,,0.104298521331418,,826.0,,55.8546,195.44,Sub-Saharan Africa,CV
Cape Verde,1961,205958.0,6.92,,0.101950025950916,,849.0,,56.133340000000004,193.56,Sub-Saharan Africa,CV
Cape Verde,1962,210866.0,6.95,,0.082827707826014,,867.0,,56.40408,191.69,Sub-Saharan Africa,CV
Cape Verde,1963,216913.0,6.98,,0.064488707147987,,882.0,,56.67782,189.84,Sub-Saharan Africa,CV
Cape Verde,1964,223854.0,6.99,,0.125458529540494,,895.0,,56.973560000000006,188.0,Sub-Saharan Africa,CV
Cape Verde,1965,231427.0,6.99,,0.106810486292885,,905.0,,57.3243,186.19,Sub-Saharan Africa,CV
Cape Verde,1966,239765.0,6.99,,0.089168463546311,,915.0,,57.76704,184.39,Sub-Saharan Africa,CV
Cape Verde,1967,248733.0,6.98,,0.07243885831091,,923.0,,58.321780000000004,182.61,Sub-Saharan Africa,CV
Cape Verde,1968,257478.0,6.97,,0.112989997817239,,930.0,,58.99852,180.85,Sub-Saharan Africa,CV
Cape Verde,1969,264885.0,6.95,,0.137522003520563,,936.0,,59.796260000000004,179.1,Sub-Saharan Africa,CV
Cape Verde,1970,270197.0,6.94,,0.133682365837593,,942.0,,60.7,164.3,Sub-Saharan Africa,CV
Cape Verde,1971,273053.0,6.91,,0.12961548975802,,856.0,,61.1,150.7,Sub-Saharan Africa,CV
Cape Verde,1972,273788.0,6.89,,0.175708825375093,,805.0,,62.1,138.5,Sub-Saharan Africa,CV
Cape Verde,1973,273211.0,6.86,,0.207141163933954,,788.0,,63.2,127.6,Sub-Saharan Africa,CV
Cape Verde,1974,272509.0,6.82,,0.214524616699766,,757.0,,64.3,118.0,Sub-Saharan Africa,CV
Cape Verde,1975,272575.0,6.77,,0.24731089549027,,771.0,,65.2,109.5,Sub-Saharan Africa,CV
Cape Verde,1976,273625.0,6.71,,0.235493342496165,,759.0,,65.9,102.3,Sub-Saharan Africa,CV
Cape Verde,1977,275479.0,6.65,,0.261545561344863,,749.0,,66.5,96.3,Sub-Saharan Africa,CV
Cape Verde,1978,278152.0,6.56,,0.687325907582619,,814.0,,67.1,91.4,Sub-Saharan Africa,CV
Cape Verde,1979,281555.0,6.47,,0.829104677790857,,886.0,,67.4,87.7,Sub-Saharan Africa,CV
Cape Verde,1980,285599.0,6.38,,0.403270154342486,20.65607,1189.0,128.6364,67.5,85.2,Sub-Saharan Africa,CV
Cape Verde,1981,290428.0,6.27,,0.109005506429673,20.71493,1269.0,128.8583,67.4,83.7,Sub-Saharan Africa,CV
Cape Verde,1982,296071.0,6.17,,0.118958786187803,20.77269,1276.0,129.0467,67.2,82.6,Sub-Saharan Africa,CV
Cape Verde,1983,302174.0,6.08,,0.11625080582945,20.84066,1366.0,129.2955,67.1,81.6,Sub-Saharan Africa,CV
Cape Verde,1984,308251.0,5.98,,0.261450066137566,20.91738,1385.0,129.5905,67.0,80.2,Sub-Saharan Africa,CV
Cape Verde,1985,313976.0,5.88,,0.256737325243571,20.99708,1469.0,129.8959,67.2,78.0,Sub-Saharan Africa,CV
Cape Verde,1986,319161.0,5.78,,0.176295294618486,21.07982,1474.0,130.2361,67.4,75.1,Sub-Saharan Africa,CV
Cape Verde,1987,323972.0,5.68,,0.240103661283185,21.19,1538.0,130.7496,67.8,71.8,Sub-Saharan Africa,CV
Cape Verde,1988,328861.0,5.57,,0.216413806807395,21.30276,1546.0,131.173,68.2,68.2,Sub-Saharan Africa,CV
Cape Verde,1989,334473.0,5.44,,0.235422758960171,21.39508,1589.0,131.4855,68.6,65.1,Sub-Saharan Africa,CV
Cape Verde,1990,341256.0,5.31,,0.252753723091063,21.48587,1609.0,131.6921,68.8,62.8,Sub-Saharan Africa,CV
Cape Verde,1991,349326.0,5.16,,0.257740413228175,21.57392,1597.0,131.8216,68.9,61.2,Sub-Saharan Africa,CV
Cape Verde,1992,358473.0,5.02,,0.281489077218486,21.66202,1728.0,131.8711,69.0,60.3,Sub-Saharan Africa,CV
Cape Verde,1993,368423.0,4.86,,0.273909254219803,21.74446,1827.0,131.8824,69.0,59.6,Sub-Saharan Africa,CV
Cape Verde,1994,378763.0,4.71,,0.285639351754475,21.83323,2120.0,131.9305,69.0,58.6,Sub-Saharan Africa,CV
Cape Verde,1995,389156.0,4.55,,0.287803058308393,21.9515,2361.0,132.0125,69.1,56.6,Sub-Saharan Africa,CV
Cape Verde,1996,399508.0,4.39,,0.344742836689215,22.0401,2568.0,132.0451,69.2,53.5,Sub-Saharan Africa,CV
Cape Verde,1997,409805.0,4.22,,0.346336702244892,22.13422,2794.0,132.0664,69.3,49.3,Sub-Saharan Africa,CV
Cape Verde,1998,419884.0,4.05,,0.365619428161718,22.24215,3082.0,132.1539,69.5,44.3,Sub-Saharan Africa,CV
Cape Verde,1999,429576.0,3.88,,0.40144925510586,22.35591,3363.0,132.2477,69.8,39.4,Sub-Saharan Africa,CV
Cape Verde,2000,438737.0,3.7,,0.427684693462142,22.47423,3772.0,132.3572,70.1,35.2,Sub-Saharan Africa,CV
Cape Verde,2001,447357.0,3.53,,0.469561622661179,22.59267,3784.0,132.4709,70.4,31.8,Sub-Saharan Africa,CV
Cape Verde,2002,455396.0,3.36,,0.54262196109614,22.71017,3910.0,132.6137,70.8,29.5,Sub-Saharan Africa,CV
Cape Verde,2003,462675.0,3.19,,0.549962937280314,22.83106,4006.0,132.7711,71.1,28.3,Sub-Saharan Africa,CV
Cape Verde,2004,468985.0,3.04,,0.565572084732981,22.95363,4352.0,132.9093,71.4,27.7,Sub-Saharan Africa,CV
Cape Verde,2005,474224.0,2.9,,0.620308476585822,23.07864,4604.0,133.0485,71.8,27.7,Sub-Saharan Africa,CV
Cape Verde,2006,478265.0,2.77,,0.643991745196721,23.22111,4937.0,133.1961,72.2,28.0,Sub-Saharan Africa,CV
Cape Verde,2007,481278.0,2.66,,0.645241875990722,23.36939,5666.0,133.331,72.5,28.3,Sub-Saharan Africa,CV
Cape Verde,2008,483824.0,2.57,,0.631962098688679,23.51522,6031.0,133.4466,72.9,28.4,Sub-Saharan Africa,CV
Cape Verde,2009,486673.0,2.49,,0.63395718788796,,5941.0,,73.1,28.3,Sub-Saharan Africa,CV
Cape Verde,2010,490379.0,2.43,,0.717071338181461,,6005.0,,73.4,27.9,Sub-Saharan Africa,CV
Cape Verde,2011,495159.0,2.38,,,,6206.0,,73.7,27.3,Sub-Saharan Africa,CV
Cape Verde,2012,500870.0,2.33,,,,6224.0,,74.0,26.6,Sub-Saharan Africa,CV
Cape Verde,2013,507258.0,2.29,,,,6232.0,,74.2,25.9,Sub-Saharan Africa,CV
Cape Verde,2014,513906.0,2.26,,,,6343.0,,74.4,25.1,Sub-Saharan Africa,CV
Cape Verde,2015,520502.0,2.22,,,,6514.0,,74.6,24.3,Sub-Saharan Africa,CV
Cayman Islands,1960,7867.0,,,1.35936727632229,,15658.0,,,,America,KY
Cayman Islands,1961,8026.0,,,1.3289839313761,,16367.0,,,,America,KY
Cayman Islands,1962,8142.0,,,1.30672368733666,,17108.0,,,,America,KY
Cayman Islands,1963,8228.0,,,1.29047395588925,,17883.0,,,,America,KY
Cayman Islands,1964,8299.0,,,1.27728750580585,,18693.0,,,,America,KY
Cayman Islands,1965,8371.0,,,1.26422250316056,,19539.0,,,,America,KY
Cayman Islands,1966,8442.0,,,2.08641553810553,,20424.0,,,,America,KY
Cayman Islands,1967,8518.0,,,1.65258215962441,,21349.0,,,,America,KY
Cayman Islands,1968,8632.0,,,2.44390135525439,,22315.0,,,,America,KY
Cayman Islands,1969,8831.0,,,4.77430555555556,,23325.0,,,,America,KY
Cayman Islands,1970,9144.0,,,3.84145276759211,,24381.0,,,,America,KY
Cayman Islands,1971,9583.0,,,4.39824070371851,,24132.0,,,,America,KY
Cayman Islands,1972,10137.0,,,5.19799640865703,,24808.0,,,,America,KY
Cayman Islands,1973,10785.0,,,5.21342456826328,,26809.0,,,,America,KY
Cayman Islands,1974,11494.0,,,4.58715596330275,,27775.0,,,,America,KY
Cayman Islands,1975,12238.0,,,4.59626031547059,,28751.0,,,,America,KY
Cayman Islands,1976,13020.0,,,5.13084892227623,,29750.0,,,,America,KY
Cayman Islands,1977,13840.0,,,5.08130081300813,,30787.0,,,,America,KY
Cayman Islands,1978,14663.0,,,6.23501199040767,,31934.0,,,,America,KY
Cayman Islands,1979,15447.0,,,5.91764949306849,,33318.0,,,,America,KY
Cayman Islands,1980,16164.0,,,9.78589644742305,,34998.0,,,,America,KY
Cayman Islands,1981,16795.0,,,8.99718481320855,,37040.0,,,,America,KY
Cayman Islands,1982,17357.0,,,9.10797085449326,,39420.0,,,,America,KY
Cayman Islands,1983,17911.0,,,9.21470074501836,,43261.0,,,,America,KY
Cayman Islands,1984,18543.0,,,9.65609831663741,,44985.0,,,,America,KY
Cayman Islands,1985,19315.0,,,9.63381585035362,,44803.0,,,,America,KY
Cayman Islands,1986,20254.0,,,9.71256484240733,,46244.0,,,,America,KY
Cayman Islands,1987,21343.0,,,9.72153567309276,,48199.0,,,,America,KY
Cayman Islands,1988,22539.0,,,9.68406105786298,,52376.0,,,,America,KY
Cayman Islands,1989,23776.0,,,10.5176686059039,,54254.0,,,,America,KY
Cayman Islands,1990,25009.0,,,9.71283783783784,,58535.0,,,,America,KY
Cayman Islands,1991,26211.0,,,10.0500676095457,,56634.0,,,,America,KY
Cayman Islands,1992,27402.0,,,10.8556832694764,,55811.0,,,,America,KY
Cayman Islands,1993,28652.0,,,11.0948549134357,,55971.0,,,,America,KY
Cayman Islands,1994,30055.0,,,11.6635387176469,,56412.0,,,,America,KY
Cayman Islands,1995,31672.0,,,11.1815890054485,,56588.0,,,,America,KY
Cayman Islands,1996,33535.0,,,11.3991866103551,,56861.0,,,,America,KY
Cayman Islands,1997,35596.0,,,11.5098554905121,,57445.0,,,,America,KY
Cayman Islands,1998,37742.0,,,11.5882011043301,,58314.0,,,,America,KY
Cayman Islands,1999,39810.0,,,11.0141747640442,,58007.0,,,,America,KY
Cayman Islands,2000,41685.0,,,11.3115229920803,,56574.0,,,,America,KY
Cayman Islands,2001,43317.0,,,10.6977875030391,,55159.0,,,,America,KY
Cayman Islands,2002,44742.0,,,10.4025829140531,,54590.0,,,,America,KY
Cayman Islands,2003,46032.0,,,10.0456621004566,,54335.0,,,,America,KY
Cayman Islands,2004,47299.0,,,9.91917463980002,,53625.0,,,,America,KY
Cayman Islands,2005,48623.0,,,9.82117803117267,,55970.0,,,,America,KY
Cayman Islands,2006,50028.0,,,9.62540959189753,,56971.0,,,,America,KY
Cayman Islands,2007,51480.0,,,11.1986929778038,,57734.0,,,,America,KY
Cayman Islands,2008,52925.0,,,11.4054917563372,,56832.0,,,,America,KY
Cayman Islands,2009,54285.0,,,10.5207156477712,,51952.0,,,,America,KY
Cayman Islands,2010,55509.0,,,10.4985476317505,,49795.0,,,,America,KY
Cayman Islands,2011,56580.0,,,,,49884.0,,,,America,KY
Cayman Islands,2012,57522.0,,,,,49297.0,,,,America,KY
Cayman Islands,2013,58369.0,,,,,49345.0,,,,America,KY
Cayman Islands,2014,59172.0,,,,,49118.0,,,,America,KY
Cayman Islands,2015,59967.0,,,,,49009.0,,,,America,KY
Chad,1960,3002596.0,6.25,,0.018618267296032,,1475.0,,46.2382,279.02,Sub-Saharan Africa,TD
Chad,1961,3061423.0,6.27,,0.017012630663079,,1470.0,,46.70358,277.25,Sub-Saharan Africa,TD
Chad,1962,3122357.0,6.29,,0.027353829460442,,1522.0,,47.166959999999996,275.49,Sub-Saharan Africa,TD
Chad,1963,3184775.0,6.3,,0.029094931789842,,1474.0,,47.631339999999994,273.75,Sub-Saharan Africa,TD
Chad,1964,3247798.0,6.32,,0.030752418491336,,1409.0,,48.10272,272.01,Sub-Saharan Africa,TD
Chad,1965,3310921.0,6.34,,0.032334442333752,,1387.0,,48.59309999999999,270.28,Sub-Saharan Africa,TD
Chad,1966,3373563.0,6.36,,0.025114364662163,,1334.0,,49.11848,268.57,Sub-Saharan Africa,TD
Chad,1967,3436227.0,6.39,,0.034229045211901,,1315.0,,49.68485999999999,266.86,Sub-Saharan Africa,TD
Chad,1968,3500778.0,6.43,,0.035622294336731,,1281.0,,50.29324,265.17,Sub-Saharan Africa,TD
Chad,1969,3569778.0,6.48,,0.0451247592375,,1341.0,,50.93661999999999,263.48,Sub-Saharan Africa,TD
Chad,1970,3644911.0,6.53,,0.034100083745794,,1338.0,,51.6,259.62,Sub-Saharan Africa,TD
Chad,1971,3727382.0,6.58,,0.040168368701092,,1334.0,,51.7,255.96,Sub-Saharan Africa,TD
Chad,1972,3816299.0,6.64,,0.031555004545485,,1216.0,,51.7,252.3,Sub-Saharan Africa,TD
Chad,1973,3908729.0,6.69,,0.041058623655553,,1131.0,,52.2,251.0,Sub-Saharan Africa,TD
Chad,1974,4000511.0,6.74,,0.037365678257484,,1258.0,,52.1,249.5,Sub-Saharan Africa,TD
Chad,1975,4088858.0,6.78,,0.044562261662795,,1441.0,,52.0,248.1,Sub-Saharan Africa,TD
Chad,1976,4173070.0,6.82,,0.043639644760596,,1387.0,,51.5,246.7,Sub-Saharan Africa,TD
Chad,1977,4254770.0,6.86,,0.046199744361414,,1253.0,,51.6,245.3,Sub-Saharan Africa,TD
Chad,1978,4336389.0,6.89,,0.044464172402011,,1217.0,,51.7,243.7,Sub-Saharan Africa,TD
Chad,1979,4421448.0,6.93,0.039876698,0.045226151689559,,946.0,,51.7,242.0,Sub-Saharan Africa,TD
Chad,1980,4512795.0,6.96,,0.045892822911454,20.22551,891.0,122.5937,51.8,240.1,Sub-Saharan Africa,TD
Chad,1981,4610964.0,6.99,,0.044887197827546,20.2271,880.0,122.6908,51.7,238.1,Sub-Saharan Africa,TD
Chad,1982,4716073.0,7.02,,0.043090543304597,20.2314,884.0,122.8192,51.9,236.0,Sub-Saharan Africa,TD
Chad,1983,4830055.0,7.06,,0.042051401147908,20.25014,983.0,123.0252,52.1,233.5,Sub-Saharan Africa,TD
Chad,1984,4955088.0,7.09,,0.043169604128744,20.27327,994.0,123.2645,52.5,230.9,Sub-Saharan Africa,TD
Chad,1985,5092650.0,7.12,,0.034877663199154,20.31534,1202.0,123.5855,53.4,228.2,Sub-Saharan Africa,TD
Chad,1986,5244158.0,7.16,,0.035253153460559,20.34928,1122.0,123.8461,53.3,225.5,Sub-Saharan Africa,TD
Chad,1987,5409275.0,7.2,,0.036196044357338,20.37757,1058.0,124.0833,50.9,222.8,Sub-Saharan Africa,TD
Chad,1988,5585528.0,7.24,,0.011690296416322,20.41912,1185.0,124.3755,54.1,220.1,Sub-Saharan Africa,TD
Chad,1989,5769273.0,7.28,,0.017619207957109,20.46667,1221.0,124.6668,54.1,217.3,Sub-Saharan Africa,TD
Chad,1990,5958022.0,7.31,1.1,0.024398802418054,20.50477,1111.0,124.9003,53.6,214.6,Sub-Saharan Africa,TD
Chad,1991,6151213.0,7.35,1.3,0.011240609385167,20.54673,1169.0,125.1286,54.3,212.0,Sub-Saharan Africa,TD
Chad,1992,6350174.0,7.38,1.5,0.013776140226079,20.5876,1223.0,125.3321,54.1,209.4,Sub-Saharan Africa,TD
Chad,1993,6556628.0,7.4,1.7,0.015038555666733,20.61301,999.0,125.4649,54.2,207.0,Sub-Saharan Africa,TD
Chad,1994,6773104.0,7.42,1.9,0.015129539807538,20.6328,1066.0,125.5962,53.9,204.8,Sub-Saharan Africa,TD
Chad,1995,7001634.0,7.43,2.1,0.014670631928897,20.66849,1044.0,125.7462,53.7,202.7,Sub-Saharan Africa,TD
Chad,1996,7242018.0,7.43,2.3,0.014729483341901,20.70319,1032.0,125.8842,53.3,200.6,Sub-Saharan Africa,TD
Chad,1997,7494143.0,7.42,2.5,0.015260169101469,20.74174,1054.0,126.0218,53.0,198.3,Sub-Saharan Africa,TD
Chad,1998,7760157.0,7.41,2.7,0.01478141623133,20.78687,1090.0,126.1961,52.7,195.8,Sub-Saharan Africa,TD
Chad,1999,8042713.0,7.38,2.9,0.015225905884775,20.83189,1045.0,126.3613,52.5,193.0,Sub-Saharan Africa,TD
Chad,2000,8343321.0,7.35,3.0,0.021405132634594,20.86887,998.0,126.5092,52.4,190.2,Sub-Saharan Africa,TD
Chad,2001,8663599.0,7.32,3.2,0.020231799285524,20.91294,1073.0,126.6976,52.6,187.3,Sub-Saharan Africa,TD
Chad,2002,9002102.0,7.27,3.3,0.019098954362445,20.96196,1120.0,126.8861,52.7,184.6,Sub-Saharan Africa,TD
Chad,2003,9353516.0,7.21,3.4,0.041658050114124,21.02777,1237.0,127.0799,52.9,181.9,Sub-Saharan Africa,TD
Chad,2004,9710498.0,7.15,3.4,0.03986015383416,21.12698,1592.0,127.2924,53.2,179.4,Sub-Saharan Africa,TD
Chad,2005,10067932.0,7.07,3.5,0.040841065715421,21.22857,1803.0,127.4874,53.6,177.0,Sub-Saharan Africa,TD
Chad,2006,10423616.0,6.99,3.5,0.040360619657486,21.32338,1755.0,127.6515,53.7,174.6,Sub-Saharan Africa,TD
Chad,2007,10779504.0,6.9,3.5,0.044543691817816,21.40464,1755.0,127.7603,54.5,171.5,Sub-Saharan Africa,TD
Chad,2008,11139740.0,6.81,3.4,0.047839126373075,21.48569,1753.0,127.864,54.8,168.0,Sub-Saharan Africa,TD
Chad,2009,11510535.0,6.7,,0.040565333853155,,1772.0,,55.5,164.0,Sub-Saharan Africa,TD
Chad,2010,11896380.0,6.6,,0.041803209963985,,1953.0,,56.2,160.1,Sub-Saharan Africa,TD
Chad,2011,12298512.0,6.49,,,,1896.0,,56.5,156.0,Sub-Saharan Africa,TD
Chad,2012,12715465.0,6.38,,,,2003.0,,56.8,151.6,Sub-Saharan Africa,TD
Chad,2013,13145788.0,6.26,,,,2055.0,,57.1,147.1,Sub-Saharan Africa,TD
Chad,2014,13587053.0,6.15,,,,2141.0,,57.4,142.9,Sub-Saharan Africa,TD
Chad,2015,14037472.0,6.04,,,,2191.0,,57.7,138.7,Sub-Saharan Africa,TD
Channel Islands,1960,109419.0,2.42,,,,,,70.739,,Europe & Central Asia,Channel_Islands
Channel Islands,1961,110399.0,2.48,,,,,,70.833,,Europe & Central Asia,Channel_Islands
Channel Islands,1962,111463.0,2.53,,,,,,70.928,,Europe & Central Asia,Channel_Islands
Channel Islands,1963,112595.0,2.55,,,,,,71.03,,Europe & Central Asia,Channel_Islands
Channel Islands,1964,113778.0,2.55,,,,,,71.143,,Europe & Central Asia,Channel_Islands
Channel Islands,1965,114992.0,2.53,,,,,,71.265,,Europe & Central Asia,Channel_Islands
Channel Islands,1966,116226.0,2.48,,,,,,71.391,,Europe & Central Asia,Channel_Islands
Channel Islands,1967,117475.0,2.4,,,,,,71.512,,Europe & Central Asia,Channel_Islands
Channel Islands,1968,118726.0,2.32,,,,,,71.623,,Europe & Central Asia,Channel_Islands
Channel Islands,1969,119971.0,2.22,,,,,,71.726,,Europe & Central Asia,Channel_Islands
Channel Islands,1970,121196.0,2.12,,,,,,71.823,,Europe & Central Asia,Channel_Islands
Channel Islands,1971,122413.0,2.02,,,,,,71.919,,Europe & Central Asia,Channel_Islands
Channel Islands,1972,123611.0,1.92,,,,,,72.02,,Europe & Central Asia,Channel_Islands
Channel Islands,1973,124728.0,1.82,,,,,,72.133,,Europe & Central Asia,Channel_Islands
Channel Islands,1974,125680.0,1.74,,,,,,72.261,,Europe & Central Asia,Channel_Islands
Channel Islands,1975,126417.0,1.66,,,,,,72.409,,Europe & Central Asia,Channel_Islands
Channel Islands,1976,126906.0,1.6,,,,,,72.58,,Europe & Central Asia,Channel_Islands
Channel Islands,1977,127190.0,1.55,,,,,,72.773,,Europe & Central Asia,Channel_Islands
Channel Islands,1978,127394.0,1.51,,,,,,72.983,,Europe & Central Asia,Channel_Islands
Channel Islands,1979,127694.0,1.48,,,,,,73.208,,Europe & Central Asia,Channel_Islands
Channel Islands,1980,128213.0,1.45,,,,,,73.439,23.13,Europe & Central Asia,Channel_Islands
Channel Islands,1981,128988.0,1.44,,,,,,75.507,22.39,Europe & Central Asia,Channel_Islands
Channel Islands,1982,129983.0,1.43,,,,,,75.726,21.67,Europe & Central Asia,Channel_Islands
Channel Islands,1983,131158.0,1.43,,,,,,75.94,21.0,Europe & Central Asia,Channel_Islands
Channel Islands,1984,132451.0,1.43,,,,,,76.143,20.38,Europe & Central Asia,Channel_Islands
Channel Islands,1985,133804.0,1.44,,,,,,76.338,19.8,Europe & Central Asia,Channel_Islands
Channel Islands,1986,135227.0,1.44,,,,,,76.528,19.26,Europe & Central Asia,Channel_Islands
Channel Islands,1987,136716.0,1.45,,,,,,76.72,18.73,Europe & Central Asia,Channel_Islands
Channel Islands,1988,138186.0,1.45,,,,,,76.921,18.2,Europe & Central Asia,Channel_Islands
Channel Islands,1989,139528.0,1.46,,,,,,77.136,17.67,Europe & Central Asia,Channel_Islands
Channel Islands,1990,140669.0,1.46,,,,,,77.366,17.15,Europe & Central Asia,Channel_Islands
Channel Islands,1991,141568.0,1.46,,,,,,77.612,16.64,Europe & Central Asia,Channel_Islands
Channel Islands,1992,142258.0,1.46,,,,,,77.871,16.16,Europe & Central Asia,Channel_Islands
Channel Islands,1993,142822.0,1.45,,,,,,78.139,15.7,Europe & Central Asia,Channel_Islands
Channel Islands,1994,143388.0,1.44,,,,,,78.407,15.28,Europe & Central Asia,Channel_Islands
Channel Islands,1995,144050.0,1.43,,,,,,78.672,14.89,Europe & Central Asia,Channel_Islands
Channel Islands,1996,144832.0,1.42,,,,,,78.925,14.51,Europe & Central Asia,Channel_Islands
Channel Islands,1997,145709.0,1.41,,,,,,79.16,14.12,Europe & Central Asia,Channel_Islands
Channel Islands,1998,146669.0,1.41,,,,,,79.375,13.74,Europe & Central Asia,Channel_Islands
Channel Islands,1999,147682.0,1.4,,,,,,79.57,13.34,Europe & Central Asia,Channel_Islands
Channel Islands,2000,148725.0,1.4,,,,,,79.745,12.93,Europe & Central Asia,Channel_Islands
Channel Islands,2001,149797.0,1.4,,,,,,79.902,12.51,Europe & Central Asia,Channel_Islands
Channel Islands,2002,150905.0,1.41,,,,,,80.047,12.08,Europe & Central Asia,Channel_Islands
Channel Islands,2003,152034.0,1.41,,,,,,80.186,11.66,Europe & Central Asia,Channel_Islands
Channel Islands,2004,153170.0,1.41,,,,,,80.324,11.26,Europe & Central Asia,Channel_Islands
Channel Islands,2005,154298.0,1.42,,,,,,,10.88,Europe & Central Asia,Channel_Islands
Channel Islands,2006,155415.0,1.42,,,,,,,10.54,Europe & Central Asia,Channel_Islands
Channel Islands,2007,156516.0,1.42,,,,,,,10.24,Europe & Central Asia,Channel_Islands
Channel Islands,2008,157587.0,1.42,,,,,,,9.97,Europe & Central Asia,Channel_Islands
Channel Islands,2009,158613.0,1.43,,,,,,,9.75,Europe & Central Asia,Channel_Islands
Channel Islands,2010,159583.0,1.44,,,,,,,9.57,Europe & Central Asia,Channel_Islands
Channel Islands,2011,160489.0,1.44,,,,,,,9.41,Europe & Central Asia,Channel_Islands
Channel Islands,2012,161336.0,1.45,,,,,,,9.27,Europe & Central Asia,Channel_Islands
Channel Islands,2013,162138.0,1.46,,,,,,,9.13,Europe & Central Asia,Channel_Islands
Channel Islands,2014,162917.0,1.47,,,,,,,9.0,Europe & Central Asia,Channel_Islands
Channel Islands,2015,163692.0,1.47,,,,,,,8.87,Europe & Central Asia,Channel_Islands
Chile,1960,7695692.0,5.58,,1.76299122921774,,6020.0,,58.4518,157.3,America,CL
Chile,1961,7873504.0,5.54,,1.84399176457657,,6155.0,,58.87432,148.5,America,CL
Chile,1962,8054166.0,5.46,,2.07741373314945,,6293.0,,59.32584,142.3,America,CL
Chile,1963,8237555.0,5.34,,2.10245234147238,,6538.0,,59.807359999999996,135.8,America,CL
Chile,1964,8423614.0,5.19,,2.07199518130756,,6537.0,,60.31888,126.8,America,CL
Chile,1965,8612074.0,5.0,,2.0523957633653,,6451.0,,60.8564,115.9,America,CL
Chile,1966,8802926.0,4.8,,2.12358827994736,,7026.0,,61.41591999999999,104.5,America,CL
Chile,1967,8995410.0,4.59,,2.13093702876735,,7114.0,,61.99043999999999,94.1,America,CL
Chile,1968,9187592.0,4.39,,2.3017220364434,,7231.0,,62.57896,86.2,America,CL
Chile,1969,9377005.0,4.2,,2.39926881182809,,7364.0,,63.18148,81.7,America,CL
Chile,1970,9561868.0,4.02,,2.57497411661327,,7382.0,,63.8,79.6,America,CL
Chile,1971,9741579.0,3.85,,2.77792901408589,,7906.0,,64.0,78.4,America,CL
Chile,1972,9916558.0,3.68,,2.83996326128314,,7674.0,,63.8,77.0,America,CL
Chile,1973,10087377.0,3.5,,2.73888112689319,,7123.0,,64.8,74.6,America,CL
Chile,1974,10255074.0,3.33,,2.52949301855314,,7070.0,,66.1,70.6,America,CL
Chile,1975,10420590.0,3.16,,2.2086826991001,,6058.0,,67.2,64.7,America,CL
Chile,1976,10584237.0,3.01,,2.27978800175603,,6168.0,,67.4,57.1,America,CL
Chile,1977,10746328.0,2.89,,2.15558549821631,,6675.0,,68.0,48.8,America,CL
Chile,1978,10907901.0,2.79,,2.11150078695872,,7122.0,,68.6,41.7,America,CL
Chile,1979,11070198.0,2.72,,2.25612152200172,,7603.0,,69.0,36.8,America,CL
